id;global_id;kontext;cor_conceptual_head_+1_lemma;target_noun_lemma;Kommentar;Status;Adverbial;prozess;Typ;Valenz;prep_meaning_parent;prep_meaning_leaves;;;;;;;;;
86;nzz_1998_11_14_a223_seg13_s17;Was als gleichzeitig wahrnehmbare Funktionen erscheint , hat in seinem Ablauf auch etwas drohend Schicksalhaftes : durch das klein gehaltene Entrée betritt man den Lebensraum , zweistöckig , mit attraktiver Terrasse versehen , tritt dann in das Studio über , das sich auf den Lebensraum ausrichtet , und gerät schliesslich in den grossangelegten fabrikartigen Arbeitsraum mit Sheddächern , wo man sich nicht den Künstler als Einzelnen , sondern eine Art Manufaktur vorstellt , so als ob der unbekümmert frische Eintritt über den Spielraum der Erfindungen in dumpfe Auftragsarbeit münden müsse . ;versehen;terrasse;ModPräd;not_of_interest;no;;;;regiert modal ;regiert ein_vorgang ;;;;;;;;;
87;nzz_1998_11_14_a63_seg17_s15;Ich konnte ihre Fragen nicht auf deutsch beantworten , obwohl ich wieder ganz gut Deutsch sprach , wenn auch mit englischem Akzent . ;beantworten;akzent;;done;yes;yes;rein;frei;modal ;ein_vorgang ;;;;;;;;;
88;nzz_1993_10_07_a166_seg3_s2;Nach den von der französischen Nationalbank vorgelegten Zahlen expandierte M3 im Berichtsmonat gegenüber Juli um 0,3% und im Vorjahresvergleich mit einer Rate von 1,6% . ;vorjahresvergleich;rate;;done;yes;yes;degree;frei;modal ;ein_vorgang ;;;;;;;;;
89;nzz_1993_10_08_a175_seg10_s4;Das Besondere an diesem Wandel besteht jedoch darin , dass er mit einer impliziten und expliziten Staatsgarantie abläuft . ;ablaufen;staatsgarantie;;done;yes;yes;rein;möglich;modal vorhandensein ;vorhandensein_im_engeren_sinne ein_vorgang ;;;;;;;;;
90;nzz_1997_04_05_a131_seg5_s10;Beispielhaft lebt er Perfektion vor : wie er mit beiläufiger Geste die Fingernägel poliert , wie er automatisch eine Wolldecke um die Schultern schlägt , sobald er das Wohnzimmer - den offenbar einzigen geheizten Raum - verlässt , das reicht schon , um dem Gegenüber den schmalen Weg bescheiden-anständigen Lebenswandels andauernd vor Augen zu halten . ;polieren;geste;;done;yes;yes;rein;frei;modal ;ein_vorgang ;;;;;;;;;
91;nzz_1997_04_07_a151_seg2_s8;Roig verpasste im vierten Satz mit eigenem Aufschlag den Ausgleich . ;satz;aufschlag;ambig ModNP;done;yes;yes;rein;frei;modal vorhandensein ;synthetisch ein_vorgang ;;;;;;;;;
92;nzz_1997_04_04_a184_seg6_s9;Wie heute üblich , untermauern die Gegner ihre Meinung mit Gutachten . ;untermauern;gutachten;ambig INSTR;done;yes;yes;rein;frei;regiert modal ;regiert ein_vorgang ;;;;;;;;;
93;nzz_1993_12_06_a177_seg2_s1;Das in Zürich tagende Geschworenengericht behandelt in der letzten Session des Jahres die Anklage gegen einen 29jährigen Hilfsarbeiter , dem vorgeworfen wird , während eines Urlaubs aus der Strafanstalt Regensdorf mit Vorsatz einen Mann umgebracht zu haben . ;umbringen;vorsatz;anim;done;yes;yes;agens;frei;modal ;ein_vorgang ;;;;;;;;;
94;nzz_1995_03_25_a89_seg2_s1;pmr. Brüssel , 24. März Die mit einer ersten Tranche von 30% im Juni 1994 an der Amsterdamer Börse eingeführte Koninklike PTT Nederland ( KPN ) weist für 1994 glänzende Ergebnisse aus . ;eingeführt;tranche;;done;yes;yes;rein;frei;modal ;ein_vorgang ;;;;;;;;;
95;nzz_1995_03_16_a49_seg21_s2;Mit dem Verfassungsartikel hat das Volk klar zum Ausdruck gebracht , dass es keine freie Wahl zwischen Militär- und Zivildienst will , und diesem Entscheid haben wir nun gebührend Rechnung zu tragen . ;bringen;verfassungsartikel;ambig INSTR;done;yes;yes;methode;frei;modal ;ein_vorgang ;;;;;;;;;
96;nzz_1995_03_16_a156_seg2_s15;Man kann also sagen , dass die Verwaltung das mit dem Voranschlag gesetzte Sparziel gut eingehalten hat , die wesentliche Verbesserung des Rechnungsergebnisses aber weitgehend den unvorhergesehenen höheren Erträgen zu verdanken ist . ;gesetzt;voranschlag;ModADJ;not_of_interest;no;;;;modal ;ein_vorgang ;;;;;;;;;
97;nzz_1995_03_23_a109_seg8_s2;Mit einem Jahrtausende einkassierenden Zoom aus der « Hundetotale » ( um eine Vokabel von Grass zu zitieren ) wird die Uhr auf die mythisch-mediale Zeit eingestellt . ;einstellen;jahrtausend;False HIT;not_of_interest;;;;;modal ;ein_vorgang ;;;;;;;;;
98;nzz_1995_03_22_a26_seg5_s6;Jedenfalls ist nicht zu übersehen , dass Hubacher diese « Streicheleinheit » an die Adresse der SP umgehend mit einer Ohrfeige « belohnt » hat . ;umgehend;ohrfeige;;done;yes;yes;rein;frei;modal ;ein_vorgang ;;;;;;;;;
99;nzz_1995_03_18_a78_seg10_s9;"Der Industrieverband zeigte schliesslich mit einem maliziösen Kompliment , wie weit der Weg für Indien noch ist ; er gratuliere dem Finanzminister , liess er verlauten , dass er die Zahl der Verordnungen von 662 auf 556 reduziert habe . ";zeigen;kompliment;;done;yes;yes;rein;notwendig;modal ;ein_vorgang ;;;;;;;;;
100;nzz_1999_02_26_a35_seg5_s26;Die Strecke Göschenen-Andermatt der Furka- Oberalp-Bahn ( FO ) ist wieder geöffnet , doch verkehren die Züge mit eingeschränktem Fahrplan . ;zug;fahrplan;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
101;nzz_1999_01_30_a272_seg3_s4;In Meereshöhe werden die sonnenhungrigen Nordländer aber erst zu Beginn der kommenden Woche mit goldenen Strahlen beglückt - vorausgesetzt , die Wolken verdecken nicht das ersehnte Ereignis . ;na;strahl;;not_done;;;;;regiert modal ;regiert ein_vorgang ;;;;;;;;;
102;nzz_1999_01_05_a133_seg4_s11;Die neuen , von der jungen Generation mit salopper Geste gehandhabten Technologien interessierten ihn nicht übermässig . ;gehandhabt;geste;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
103;nzz_1999_02_26_a99_seg3_s1;Mit verbessertem Leistungsausweis in die Fusion ;na;leistungsausweis;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
104;nzz_1993_05_25_a28_seg4_s6;Die mit einem Arbeitsweg von 108 mm auf und ab stampfenden , 88,8 mm dicken Kolben versetzen das Motorrad vor allem im tiefsten Drehzahlsegment in Schwingungen . ;versetzen;arbeitsweg;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
105;nzz_1993_05_19_a150_seg3_s4;Der Staatschef , der in seiner Festrede daran erinnerte , dass er selbst aus einer Eisenbahnerfamilie stamme , liess es sich nicht nehmen , medienwirksam im Führerstand des neuen Hochgeschwindigkeitszuges Platz zu nehmen und den mit einer Spitzengeschwindigkeit von 300 Kilometern pro Stunde dahinrasenden TGV für einige Minuten eigenhändig zu steuern . ;dahinrasend;spitzengeschwindigkeit;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
106;nzz_1993_05_22_a81_seg5_s17;Was ein bedeutender Dramatiker , in freilich ebenso bedeutender Verwirrung , kürzlich angerichtet hat , sollte als Dokument jener diffusen Heils- und Unheilserwartungen ernst genommen werden , die mit dem Stichwort « Nationalismus » beschworen werden . ;beschwören;stichwort;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
107;nzz_1995_12_16_a185_seg2_s2;Mit einem Hilferuf haben sich die ehrenamtlichen Veranstalter des grossen Benefizkonzerts am Samstag im Volkshaus - zugunsten der einzigen Hörbehindertenschule für Kinder in Sri Lanka - an die Presse gewandt . ;wenden;hilferuf;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
108;nzz_1995_12_16_a119_seg3_s12;Mit einer kleinen Retrospektive von gut zwei Dutzend Arbeiten , Photographien seiner frühen Aktionen , dieser raumfüllenden Installation und einigen Lithographien erhält er seine erste grössere Ausstellung in der Hafenstadt . ;erhalten;retrospektive;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
109;nzz_1995_12_16_a99_seg5_s12;Mit der jüngsten Akquisition ist Italien zum grössten Auslandstandort von Krupp geworden . ;werden;akquisition;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
110;nzz_1995_12_20_a156_seg4_s14;Mit dem Voranschlag der Baudirektion wurde das reduzierte Strassenbauprogramm diskutiert , das den Mangel an finanziellen Mitteln im Strassenfonds nach der Ablehnung der Vorlage für eine Sonderabgabe widerspiegelt . ;diskutieren;voranschlag;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
111;nzz_1995_12_21_a53_seg14_s1;Mit einem weiteren Minderheitsantrag schlägt Rechsteiner ( sp. , St. Gallen ) vor , auch Fiskaldelikte sowie Währungs- und Wirtschaftsdelikte in die Rechtshilfe einzubeziehen . ;schlagen;minderheitsantrag;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
112;nzz_1995_12_21_a16_seg3_s2;Mit einer kurzen Zeremonie auf dem Flughafen von Sarajewo wurde der Wachwechsel vollzogen . ;vollziehen;zeremonie;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
113;nzz_1995_12_21_a21_seg3_s1;Bethlehem , 20. Dez. ( Reuter ) Mit einem Hilferuf hat sich der Bürgermeister Bethlehems an die Christenheit gewandt . ;wenden;hilferuf;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
114;nzz_1995_12_16_a138_seg3_s15;"Mit den 20,28 Millionen Pfund aus dieser Auktion verzeichnete Sotheby &apos; s das höchste Londoner Altmeistertotal seit vier Jahren . ";na;pfund;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
115;nzz_1995_12_18_a57_seg2_s7;Mit der neuen Tranche steigt die ausgezahlte Summe auf 12,5 Mrd. $ ;steigen;tranche;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
116;nzz_1995_12_18_a77_seg4_s1;Wenn sich selbst der deutsche Aussenminister Klaus Kinkel herausgefordert fühlt , mit einem Zeitungsartikel in die Diskussion um die deutsche auswärtige Kulturpolitik einzugreifen , dann muss das Diskussionsthema von erheblicher Bedeutung sein . ;eingreifen;zeitungsartikel;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
117;nzz_1995_12_20_a29_seg5_s1;Mit einem Gesetzesentwurf für kostendeckende Beiträge der Herkunftskantone von Universitätsstudenten hat der Kanton Zürich Verärgerung provoziert . ;provozieren;gesetzesentwurf;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
118;nzz_1996_11_09_a168_seg2_s6;Mehr als die Hälfte der Kinder startete freiwillig mit Helm und liess sich dadurch einen Fehlerpunkt abziehen . ;starten;helm;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
119;nzz_1996_11_12_a84_seg3_s7;"Wie Ciba mitteilt , wird sie von Roche die Rechte für die Entwicklung und Vermarktung der Vitamin-E-Antioxidanzienlinie für Polymere erwerben ; Roche wird Ciba mit Vitamin E beliefern . ";--;e;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
120;nzz_1996_11_13_a145_seg2_s1;Mit geändertem Konzept auf Erfolgskurs ;na;konzept;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
121;nzz_1996_11_12_a142_seg5_s7;Hätte er gerne ein pianissimo , das diesen Namen verdient , schliesst er die Augen , hält mit theatralischer Geste einen Finger vor den Mund und sagt : « Nichts ! ;halten;geste;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
122;nzz_1999_05_18_a189_seg7_s3;Wie wenig sich der mustergültige Berufsmann aus Glanz und Glorie machte , zeigt eine Anekdote aus der Saison 1996/97 , als er zum allgemeinen Erstaunen einen « slam dunk » vollführte , jenes vor allem bei der Show-bewussten jungen NBA-Garde beliebte , mit provokativer Geste ausgeführte Einwuchten des Balls in den Korb mit beiden Armen . ;ausgeführt;geste;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
123;nzz_1999_05_18_a181_seg8_s6;Mörgelis Vorwurf , die privaten Mittelschulen würden sowieso zu einem beträchtlichen Teil nur als Auffangbecken für die an staatlichen Gymnasien gescheiterte Schülerschaft - vorab mit betuchtem Elternhaus - dienen , wiesen die anwesenden Führungskräfte privater Mittelschulen , mit Verweis auf ihre konsequent eingehaltenen Aufnahme- und Promotionsbedingungen , als Mythos zurück . ;weisen;verweis;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
124;nzz_1999_05_18_a212_seg2_s4;Während Winkler die Tutsi mit Verweis auf die Massaker von 1994 als Opfer darstellt , die einen « biblisch anmutenden Überlebenskampf » führen , werden eben diese Tutsi in Kongo-Zaire als Besatzungsmacht erlebt . ;--;verweis;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
125;nzz_1994_01_08_a138_seg3_s7;Bei Bauhalbzeit , die am Samstag , 8. Januar , mit einem Tag der offenen Tür ( 10 bis 16 Uhr ) gefeiert wird , wurden nach Angaben von Bauherrschaft und Bauausführenden rund 25 Millionen Franken investiert . ;feiern;tag;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
126;nzz_1994_11_01_a91_seg2_s13;Die Brüsseler Dampfwalze setzt sich jetzt mit der Richtlinie über die europäischen Betriebsräte auch auf dem Gebiet des Sozialwesens in Bewegung . ;setzen;richtlinie;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
127;nzz_1994_11_02_a84_seg7_s1;Mit der ausserordentlichen Generalversammlung vom Montag ist ein unerfreuliches Kapitel für den Basler Zolli abgeschlossen worden . ;abschließen;generalversammlung;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
128;nzz_1994_04_18_a62_seg3_s16;Insgesamt schliesst die Jahresrechnung des Kantonsspitals 1993 mit einem Fehlbetrag von 187,4 Millionen Franken , den der Kanton zu übernehmen hat . ;schließen;fehlbetrag;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
129;nzz_1998_02_09_a47_seg6_s17;"Nicht zuletzt deshalb hat der Vorsitzende des Nato-Militärausschusses , General Klaus Naumann , kürzlich am Genfer Zentrum für Sicherheitspolitik erklärt , dass Verteidigungspolitik mit weitem Blickwinkel zu betrachten sei ; auch gegenwärtig eher unwahrscheinliche Szenarien dürften aus einer Gesamtbetrachtung nie ausgeklammert werden . ";betrachten;blickwinkel;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
130;nzz_1993_11_18_a136_seg3_s7;Seines dreissigsten Todesjahrs wird mit einer Wallfahrt gedacht , ist zu lesen . ;denken|gedenken;wallfahrt;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
131;nzz_1993_11_16_a72_seg8_s6;Wenn die « Alliance » als zuletzt geschlagene nun mit einer roten Wange herumläuft , so profitiert sie doch von der grösseren Fraktion , die ihr die erste Wahlrunde eingetragen hat , während die SP nichts als die Genugtuung hat . ;herumlaufen;wange;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
132;nzz_1993_11_18_a22_seg6_s5;Die Einführung von Einerwahlkreisen plus Parteienproporz soll dazu führen , dass sich die Parlamentarier vermehrt an nationalen Interessen ausrichten und sich nicht mehr allein als Vertreter ihres Wahlkreises verstehen mit dem Hauptziel , möglichst viele Gelder aus dem nationalen Budget dorthin zu lenken . ;verstehen;hauptziel;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
133;nzz_1993_05_06_a234_seg6_s2;Ein Bekannter hatte dem Angeklagten das Uran , das er wiederum von einem Bekannten aus Belgien erhalten und für das er selber schon Käufer gesucht hatte , übergeben mit der Bitte , ihn beim Verkauf zu unterstützen . ;übergeben;bitte;;not_done;;;;;modal beteiligung ;komitativ_b ein_vorgang ;;;;;;;;;
134;nzz_1993_08_25_a59_seg1_s2;Mit einer 24seitigen Sonderausgabe in 7500 Exemplaren hat die in Hallau erscheinende « Klettgauer Zeitung » ihr 125jähriges Bestehen gefeiert . ;feiern;sonderausgabe;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
135;nzz_1993_06_02_a176_seg3_s8;"Die Kapitalerhöhung erfolgt in zwei Tranchen , nämlich einerseits als bedingtes Kapital zur Sicherstellung der Aktionärsoptionen und anderseits als genehmigtes Kapital mit dem Zweck , mittels Aktientausch die bisher über sieben regionale Gesellschaften geführten Gastronomiebetriebe in zwei operativen Einheiten zuzüglich einer Immobiliengesellschaft zusammenzufassen ; damit werden die juristischen Strukturen den Führungsanforderungen angepasst und erhebliche Kosteneinsparungen realisiert . ";erfolgen;zweck;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
136;nzz_1993_06_03_a150_seg2_s3;"Die Inhaberaktien seien « mit einem leichten Abschlag zum Marktpreis » pla c iert worden , gab ein BBC-Sprecher bekannt ; damit seien die Vorratsaktien aufgebraucht . ";--;abschlag;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
137;nzz_1997_07_02_a42_seg4_s3;Die beiden Präsidenten , Ständerat René Rhinow und Nationalrat Joseph Deiss , haben sich dabei vorgenommen , am Projekt einer Totalrevision der Verfassung mit beschränkter Zielsetzung , also am vom Parlament an den Bundesrat erteilten Auftrag der Verfassungsnachführung , ergänzt um die beiden Reformprojekte , grundsätzlich festzuhalten . ;vornehmen;zielsetzung;;not_done;;;;;modal vorhandensein ;synthetisch ein_vorgang ;;;;;;;;;
138;nzz_1997_01_28_a42_seg2_s1;Vorbereitung auf eine Gedenkfeier mit versöhnlicher Geste ;gedenkfeier;geste;;not_done;;;;;modal vorhandensein ;synthetisch ein_vorgang ;;;;;;;;;
139;nzz_1994_02_04_a146_seg2_s8;Darauf hätten die mit einem ausländischen Akzent sprechenden Räuber während längerer Zeit das Haus nach Bargeld und Schmuck durchsucht . ;sprechend;akzent;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
140;nzz_1994_07_23_a200_seg8_s6;Dem steht allein schon das Verhalten des Spaniers am Freitag entgegen , der nach Avoriaz nur im ersten Teil mit höchster Kadenz fuhr . ;fahren;kadenz;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
141;nzz_1993_03_15_a34_seg8_s16;- habe aus New York angerufen und Englisch mit russischem Akzent gesprochen . ;sprechen;akzent;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
142;nzz_1993_03_17_a192_seg2_s9;Er sprach Schweizer Dialekt mit ausländischem Akzent und trug eine Baumwollhose und ein helles gemustertes Kurzarmhemd . ;sprechen;akzent;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
143;nzz_1993_03_15_a190_seg2_s8;Sie wird in Silber im Feingehalt von 0,835 geprägt , hat ein Gewicht von 20 g und einen Durchmesser von 33 mm. Für Sammler wird zusätzlich eine gewisse Anzahl mit polierter Platte geprägt . ;anzahl;platte;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
144;nzz_1993_03_15_a60_seg2_s12;Häufig zu sehen sind Jacken , die vorne in zwei langen Spitzen oder hinten mit verlängerter Abrundung auslaufen . ;in;abrundung;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
145;nzz_1993_03_17_a53_seg10_s1;Der Vermehrungsvorgang läuft mit sehr schlechtem Wirkungsgrad ab : für jedes infektiöse Virion entstehen Zehntausende von ähnlichen Partikeln , die nicht infektiös sind . ;laufen;wirkungsgrad;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
146;nzz_1993_03_13_a16_seg2_s6;Wer sich mit grosser Geste zur Nuklearwaffenfreiheit bekennt und anschliessend entsprechende Kontrollen verweigert , setzt sich dem Verdacht aus , etwas verbergen zu wollen . ;bekennen;geste;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
147;nzz_1994_07_16_a125_seg12_s10;Der Bankier Herbert war zwar als Emigrant , als Flüchtling , jedoch mit weltmännischer Geste vor einem oder vor zwei Jahren in diesem Land eingetroffen , kein Ultima Thule , ein schönes Land , dieses Schweden , das man eintauschte , im letzten Augenblick , gegen seine Privatbank in Leipzig , Hitler doch wohl nur eine Episode , der man für kurze Zeit weichen musste , ungebrochenes Vertrauen in die Klassenfront , die sich bestimmt als stärker erweisen würde als die gemeinsame Gefahr , die den deutschen Juden drohte , Schweden ein schönes Land , Geschäftsbeziehungen von früher , Freunde , viele gute Freunde . ;eintreffen|eintriefen;geste;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
148;nzz_1994_07_21_a13_seg3_s12;Mit grosszügiger Geste pflege der Regierungschef jeweilen zu fragen , ob jemand gegen den Antrag eines Kollegen etwas einzuwenden habe , und nach kurzem Abwarten den nächsten Punkt in Angriff zu nehmen . ;pflegen;geste;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
149;nzz_1994_07_18_a23_seg4_s24;Erwin Grimm , der Töff fährt , politische Literatur liebt und sich als Mann des Baus « naturgemäss » mit rauher Schale präsentiert , gibt seine Zurückhaltung erst bei seinem Hobby etwas auf - der Kosmologie , der Neugierde auf das Weltall . ;präsentieren;schale;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
150;nzz_1999_12_10_a56_seg3_s3;Mit Poststempel vom 8. Dezember - dem letztmöglichen Rekursdatum - ist am Donnerstag beim Thurgauer Departement des Innern eine Beschwerde gegen Bürgis Wahl zum Ständerat eingegangen . ;eingehen;poststempel;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
